Game,U,V,Clock
2,Clear,Pluto,-228
2,Pluto,Espeon,-227
2,Espeon,Clear,-226
2,Clear,Miztik,-226
2,Miztik,Steal,-224
2,Steal,Pluto,-224
2,Pluto,Steal,-221
2,Steal,Maestro,-221
2,Maestro,Clear,-219
2,Clear,Klassux,-219
2,Klassux,Clear,-209
2,Clear,Maestro,-209
2,Maestro,Clear,-204
2,Clear,Pluto,-204
2,Pluto,Steal,-202
2,Steal,Miztik,-202
2,Miztik,Clear,-199
2,Clear,Klassux,-199
2,Klassux,Steal,-197
2,Steal,Maestro,-197
2,Maestro,Clear,-194
2,Clear,Espeon,-194
2,Espeon,Clear,-191
2,Clear,Maestro,-191
2,Maestro,Steal,-189
2,Steal,Pluto,-189
2,Pluto,Clear,-187
2,Clear,Miztik,-187
2,Miztik,Maestro,-186
2,Maestro,Steal,-183
2,Steal,Espeon,-183
2,Espeon,Clear,-181
2,Clear,Maestro,-181
2,Maestro,Clear,-178
2,Clear,Klassux,-178
2,Klassux,Clear,-174
2,Clear,Remkoe,-174
2,Remkoe,Miztik,-171
2,Miztik,Steal,-170
2,Steal,Pluto,-170
2,Pluto,Clear,-168
2,Clear,Miztik,-168
2,Miztik,Steal,-166
2,Steal,Espeon,-166
2,Espeon,Clear,-165
2,Clear,Maestro,-165
2,Maestro,Steal,-161
2,Steal,Pluto,-161
2,Pluto,Clear,-157
2,Clear,Maestro,-157
2,Maestro,Yield,-154
2,Inbounds,Klassux,-152
2,Klassux,Espeon,-151
2,Espeon,Steal,-149
2,Steal,Miztik,-149
2,Miztik,Clear,-147
2,Clear,Pluto,-147
2,Pluto,Steal,-146
2,Steal,Remkoe,-146
2,Remkoe,Miztik,-142
2,Miztik,Maestro,-140
2,Maestro,Score,-140
2,Kickoff,Espeon,-138
2,Espeon,Save,-136
2,Rebound,Klassux,-133
2,Klassux,Clear,-131
2,Clear,Miztik,-131
2,Miztik,Remkoe,-129
2,Remkoe,Steal,-128
2,Steal,Espeon,-128
2,Espeon,Steal,-126
2,Steal,Miztik,-126
2,Miztik,Score,-122
2,Kickoff,Miztik,-118
2,Miztik,Clear,-116
2,Clear,Espeon,-116
2,Espeon,Steal,-112
2,Steal,Maestro,-112
2,Maestro,Steal,-112
2,Steal,Klassux,-112
2,Klassux,Steal,-111
2,Steal,Remkoe,-111
2,Remkoe,Clear,-106
2,Clear,Pluto,-106
2,Pluto,Espeon,-105
2,Espeon,Steal,-104
2,Steal,Miztik,-104
2,Miztik,Clear,-102
2,Clear,Klassux,-102
2,Klassux,Espeon,-100
2,Espeon,Klassux,-98
2,Klassux,Clear,-97
2,Clear,Miztik,-97
2,Miztik,Maestro,-93
2,Maestro,Clear,-90
2,Clear,Espeon,-90
2,Espeon,Steal,-86
2,Steal,Remkoe,-86
2,Remkoe,Maestro,-85
2,Maestro,Score,-84
2,Kickoff,Maestro,-81
2,Maestro,Steal,-78
2,Steal,Espeon,-78
2,Espeon,Clear,-75
2,Clear,Remkoe,-75
2,Remkoe,Miztik,-73
2,Miztik,Remkoe,-70
2,Remkoe,Clear,-67
2,Clear,Espeon,-67
2,Espeon,Pluto,-63
2,Pluto,Clear,-61
2,Clear,Miztik,-61
2,Miztik,Steal,-57
2,Steal,Espeon,-57
2,Espeon,Klassux,-52
2,Klassux,Yield,-51
2,Inbounds,Maestro,-49
2,Maestro,Steal,-48
2,Steal,Pluto,-48
2,Pluto,Steal,-45
2,Steal,Miztik,-45
2,Miztik,Maestro,-43
2,Maestro,Steal,-41
2,Steal,Espeon,-41
2,Espeon,Steal,-38
2,Steal,Remkoe,-38
2,Remkoe,Steal,-36
2,Steal,Pluto,-36
2,Pluto,Steal,-35
2,Steal,Remkoe,-35
2,Remkoe,Clear,-33
2,Clear,Klassux,-33
2,Klassux,Clear,-28
2,Clear,Miztik,-28
2,Miztik,Remkoe,-26
2,Remkoe,Steal,-24
2,Steal,Pluto,-24
2,Pluto,Espeon,-22
2,Espeon,Clear,-18
2,Clear,Miztik,-18
2,Miztik,Steal,-18
2,Steal,Espeon,-18
2,Espeon,Clear,-15
2,Clear,Maestro,-15
2,Maestro,Remkoe,-14
2,Remkoe,Miztik,-11
2,Miztik,Clear,-9
2,Clear,Pluto,-9
2,Pluto,Steal,-7
2,Steal,Maestro,-7
2,Maestro,Clear,-5
2,Clear,Espeon,-5
2,Espeon,Klassux,0
2,Klassux,Timeout,0
3,Kickoff,Miztik,-297
3,Miztik,Clear,-294
3,Clear,Klassux,-294
3,Klassux,Steal,-292
3,Steal,Maestro,-292
3,Maestro,Save,-289
3,Rebound,Remkoe,-286
3,Remkoe,Clear,-285
3,Clear,Pluto,-285
3,Pluto,Klassux,-283
3,Klassux,Steal,-279
3,Steal,Miztik,-279
3,Miztik,Maestro,-275
3,Maestro,Remkoe,-271
3,Remkoe,Clear,-269
3,Clear,Pluto,-269
3,Pluto,Clear,-266
3,Clear,Miztik,-266
3,Miztik,Steal,-262
3,Steal,Pluto,-262
3,Pluto,Clear,-259
3,Clear,Maestro,-259
3,Maestro,Clear,-255
3,Clear,Espeon,-255
3,Espeon,Steal,-252
3,Steal,Maestro,-252
3,Maestro,Miztik,-249
3,Miztik,Score,-249
3,Kickoff,Maestro,-243
3,Maestro,Steal,-242
3,Steal,Klassux,-242
3,Klassux,Steal,-241
3,Steal,Maestro,-241
3,Maestro,Miss,-240
3,Inbounds,Remkoe,-237
3,Remkoe,Save,-236
3,Rebound,Espeon,-233
3,Espeon,Steal,-230
3,Steal,Maestro,-230
3,Inbounds,Espeon,-229
3,Espeon,Pluto,-228
3,Pluto,Clear,-225
3,Clear,Maestro,-225
3,Maestro,Steal,-223
3,Steal,Klassux,-223
3,Klassux,Clear,-221
3,Clear,Miztik,-221
3,Miztik,Steal,-218
3,Steal,Espeon,-218
3,Espeon,Clear,-217
3,Clear,Maestro,-217
3,Maestro,Remkoe,-216
3,Remkoe,Steal,-214
3,Steal,Pluto,-214
3,Pluto,Espeon,-213
3,Espeon,Clear,-211
3,Clear,Remkoe,-211
3,Remkoe,Steal,-209
3,Steal,Klassux,-209
3,Klassux,Clear,-206
3,Clear,Miztik,-206
3,Miztik,Steal,-204
3,Steal,Klassux,-204
3,Klassux,Steal,-202
3,Steal,Maestro,-202
3,Maestro,Clear,-198
3,Clear,Pluto,-198
3,Pluto,Steal,-194
3,Steal,Remkoe,-194
3,Remkoe,Clear,-191
3,Clear,Pluto,-191
3,Pluto,Steal,-190
3,Steal,Miztik,-190
3,Miztik,Steal,-189
3,Steal,Espeon,-189
3,Espeon,Klassux,-183
3,Klassux,Pluto,-179
3,Pluto,Klassux,-178
3,Klassux,Espeon,-178
3,Espeon,Clear,-176
3,Clear,Maestro,-176
3,Maestro,Steal,-174
3,Steal,Pluto,-174
3,Pluto,Clear,-172
3,Clear,Remkoe,-172
3,Remkoe,Steal,-169
3,Steal,Pluto,-169
3,Pluto,Espeon,-169
3,Espeon,Clear,-166
3,Clear,Miztik,-166
3,Miztik,Steal,-163
3,Steal,Klassux,-163
3,Klassux,Steal,-162
3,Steal,Miztik,-162
3,Miztik,Clear,-159
3,Clear,Pluto,-159
3,Pluto,Steal,-156
3,Steal,Remkoe,-156
3,Remkoe,Clear,-151
3,Clear,Klassux,-151
3,Klassux,Steal,-150
3,Steal,Maestro,-150
3,Maestro,Clear,-148
3,Clear,Espeon,-148
3,Espeon,Steal,-146
3,Steal,Miztik,-146
3,Miztik,Maestro,-142
3,Maestro,Clear,-141
3,Clear,Klassux,-141
3,Klassux,Steal,-139
3,Steal,Remkoe,-139
3,Remkoe,Clear,-137
3,Clear,Espeon,-137
3,Espeon,Pluto,-136
3,Pluto,Espeon,-133
3,Espeon,Steal,-132
3,Steal,Maestro,-132
3,Maestro,Miztik,-131
3,Miztik,Clear,-129
3,Clear,Pluto,-129
3,Pluto,Steal,-127
3,Steal,Maestro,-127
3,Maestro,Remkoe,-126
3,Remkoe,Clear,-124
3,Clear,Klassux,-124
3,Klassux,Steal,-122
3,Steal,Miztik,-122
3,Miztik,Maestro,-120
3,Maestro,Remkoe,-118
3,Remkoe,Clear,-116
3,Clear,Pluto,-116
3,Pluto,Yield,-111
3,Inbounds,Miztik,-111
3,Miztik,Clear,-108
3,Clear,Pluto,-108
3,Pluto,Steal,-107
3,Steal,Maestro,-107
3,Maestro,Clear,-105
3,Clear,Espeon,-105
3,Espeon,Steal,-102
3,Steal,Remkoe,-102
3,Remkoe,Clear,-99
3,Clear,Klassux,-99
3,Klassux,Steal,-97
3,Steal,Miztik,-97
3,Miztik,Remkoe,-96
3,Remkoe,Maestro,-94
3,Maestro,Miztik,-89
3,Miztik,Miss,-88
3,Rebound,Espeon,-88
3,Espeon,Clear,-81
3,Clear,Maestro,-81
3,Maestro,Miztik,-78
3,Miztik,Clear,-76
3,Clear,Klassux,-76
3,Klassux,Steal,-74
3,Steal,Maestro,-74
3,Maestro,Miztik,-72
3,Miztik,Remkoe,-70
3,Remkoe,Clear,-69
3,Clear,Klassux,-69
3,Klassux,Pluto,-67
3,Pluto,Espeon,-60
3,Espeon,Steal,-59
3,Steal,Remkoe,-59
3,Remkoe,Maestro,-53
3,Maestro,Clear,-50
3,Clear,Espeon,-50
3,Espeon,Steal,-47
3,Steal,Remkoe,-47
3,Remkoe,Steal,-47
3,Steal,Pluto,-47
3,Pluto,Espeon,-45
3,Espeon,Clear,-43
3,Clear,Miztik,-43
3,Miztik,Remkoe,-40
3,Remkoe,Clear,-39
3,Clear,Klassux,-39
3,Klassux,Steal,-38
3,Steal,Remkoe,-38
3,Remkoe,Score,-36
3,Kickoff,Pluto,-34
3,Pluto,Steal,-32
3,Steal,Maestro,-32
3,Maestro,Miztik,-31
3,Miztik,Clear,-29
3,Clear,Klassux,-29
3,Klassux,Steal,-28
3,Steal,Maestro,-28
3,Maestro,Score,-27
3,Kickoff,Pluto,-24
3,Pluto,Espeon,-23
3,Espeon,Steal,-21
3,Steal,Remkoe,-21
3,Remkoe,Maestro,-19
3,Maestro,Clear,-17
3,Clear,Pluto,-17
3,Pluto,Espeon,-11
3,Espeon,Steal,-8
3,Steal,Maestro,-8
3,Maestro,Clear,-5
3,Clear,Klassux,-5
3,Klassux,Steal,-3
3,Steal,Miztik,-3
3,Miztik,Timeout,0
